Message_ID,Original_Message,Transmitted_Message,Error_Correction_Applied,Corrected_Message,Encryption_Type,Encrypted_Message,Decrypted_Message,Authentication_Status,Transmission_Time (ms),Error_Rate (%),Throughput (Mbps),Data_Integrity (%),Target
2446,Maintenance On-Time Maintenance Delays Departing,Maintenance OJ-Time Maintenance Delays Departing,1,Maintenance On-Time Maintenance Delays Departing,RSA,gAAAAABnlGiMTofwJ-sv3W3ggxyxNgbDZyK1nSFqqaTSQIvZ17ucJ6P75leAJlOI-T_rTLh2lt72vnNJyLhQ2iRAWd3cy9FQbiM6Nlt4Hws0RWUZ0LyNiZg2Ua_lUROZvMbtRTXv5MJ4Ww17tf9mX5yAa5Iw4IttOw==,Maintenance On-Time Maintenance Delays Departing,Failure,8.91,0.48,58.71,99.52,Not Secure
2447,Maintenance Train Arriving Maintenance,Maintenance Train Arriving Maintenance,0,Maintenance Train Arriving Maintenance,RSA,gAAAAABnlGiM8Zp9_XCzmAUOrbNh_g7_MPkLbOe7PxtAb4kUkbq-ARA8ufuA8dWTNLxRPaYQhivwgcVZ6_Jv121s32WQoRASAR_TXaL-f3hL-lMgz1SnK01zwg_y5BTi3Y2BZ4GMKaKC,Maintenance Train Arriving Maintenance,Failure,11.15,0.4,52.67,99.6,Not Secure
2448,Arriving Delays Maintenance Maintenance Delays,Arriving Delays Paintenance Maintenance Delays,1,Arriving Delays Maintenance Maintenance Delays,HybridRSA-Blowfish,gAAAAABnlGiMtP3f3h5DSuKh1AU1iqnTcyG_DlsjTfhjIgmWZNkOuf7nTgNzlksOtrpUlRqWLoUAU_wufYw1wlSYqsA3GxTn5yurzTIUP0AoEe3nQBuk4lknTRzl9MD5ehRmV91yXeOr,Arriving Delays Maintenance Maintenance Delays,Success,6.32,0.23,51.04,99.77,Secure
2449,Departing Station Train Train Delays,Departing Station Train Train Delays,0,Departing Station Train Train Delays,Blowfish,gAAAAABnlGiM2Bx3P32zxh8qN-rdoSqC8X2kGQKGgTeFXOVn0ZHMO9SMFkohPGXy8jEY0oE3IFyy2PwVAAFjTf5LWxph3bklRkBxoTbxIJhh1b91FWh6ZffuV13ELTi18HPwKiyCPZDR,Departing Station Train Train Delays,Failure,12.42,0.86,57.83,99.14,Not Secure
2450,Delays Arriving Departing Delays Delays Arriving On-Time,Delays Arriving Departing Delays Delays Arriving On-Time,0,Delays Arriving Departing Delays Delays Arriving On-Time,HybridRSA-Blowfish,gAAAAABnlGiM5JSBbWB6nlwAmdK9w9lJGo6Vlsz4FO2i1CS1JmPHKmDsiRPe9ixHVmfeCtt6IRBxyO9JQ7WOtfYgBFEHwsfo4XGRTKpnjws1QMBZmsXwJFPfP0LFeiKw7d-zqCHMSaffW1ZOAeFp7dJt_f-tsABg2w==,Delays Arriving Departing Delays Delays Arriving On-Time,Failure,5.56,0.78,50.57,99.22,Not Secure
2451,Departing Arriving Delays Station,Departing Arriving Delays Station,0,Departing Arriving Delays Station,RSA,gAAAAABnlGiMENXfxtMrYJS8Qhussv8lDiBtMTAjZHMx-4IFVYHmAIGe-VJE1G9ezJw2WtlT2Y82IxKdaAzuopPgT8aCUfvYgbg3eEOvOFCfiAYIugIU2O_iRXfcDyCA1_25fhqa-OJP,Departing Arriving Delays Station,Success,12.93,1.25,54.94,98.75,Secure
2452,Station Station Station Train Departing Delays Departing,Station Station Station Trbin Departing Delays Departing,1,Station Station Station Train Departing Delays Departing,HybridRSA-Blowfish,gAAAAABnlGiMHukdgI35h3eREndDQuBZIwjMnXB216vPv1sP2Kmxn8tYxNVMNwF24mJr_R_YXvNmW3QM37NaoJWoMB_x1Fgzja2ghIfwUMSVkH48Fq0wIE8bAW2kxaB8RUgPylVt2rUwGwh8LYSyPU9mqJChU-wCPA==,Station Station Station Train Departing Delays Departing,Success,10.47,0.19,57.81,99.81,Secure
2453,On-Time Maintenance Arriving Maintenance,On-Time Maintenance Arriving Maintenance,0,On-Time Maintenance Arriving Maintenance,RSA,gAAAAABnlGiMRvmBJyyCIslY-Tsv_EpGlsrDbDFSSRpMy-5u68J_71kGUUcXyLeoHdoS2PSVA6zpxx2fHsaBRRqK8Ttk2hsBkyOIdDkgZLW9uEkLslWfvweRWEIctvhIxIFgpFER3_ek,On-Time Maintenance Arriving Maintenance,Failure,5.07,1.0,50.32,99.0,Not Secure
2454,Delays On-Time Departing Train Delays Train Station,Delays On-Time Departing Train Delays Train Station,0,Delays On-Time Departing Train Delays Train Station,Blowfish,gAAAAABnlGiMZZFarmCpjjq92fR6QopGAKEF-Ce7SoSUtqO6fhMF_JKgBmOLt4zu8_LwhP8_0pwIFFl2csEyZif-nH1l1SXQ5EEkSm2lvc3cjRudg2MYs-7RfKq1jCRUdIRvP1EL7ey96JS70wHYFzEyBDGEDH7XyQ==,Delays On-Time Departing Train Delays Train Station,Failure,7.36,1.19,50.73,98.81,Not Secure
2455,On-Time Station Maintenance Arriving Station,On-Time Station Maintenance Arriving Station,0,On-Time Station Maintenance Arriving Station,Blowfish,gAAAAABnlGiMTwzLVSw6WJgkoAsqY53En6mdr4QnzFlhDQ1Z05p_k5rSDWp7QWocg7AhbvY4LVLceYGyuDiF7tFb9nBu-hoB7C02y7KzfNCn2CMoFhbtTLgWP7zQizh5hodD875FYD2N,On-Time Station Maintenance Arriving Station,Failure,8.07,1.94,58.81,98.06,Not Secure
2456,Arriving Train Train Station Maintenance Station Arriving,Arriving Train Train Station Maintenance Station Arriving,0,Arriving Train Train Station Maintenance Station Arriving,Blowfish,gAAAAABnlGiMPmLSQYEwJDYnUC89ErLRkxU4R-waJ5HAZqYyqMB8-B5rvkrp_fqwL1MwggcHRNpI3G4Cu8ZrDQALYV9gm4f0TxBgL8wHEERDXDxxJtxNXy8dySuXXuI5otodwNqImXwUb393G17meiIl8mdmRhlW-A==,Arriving Train Train Station Maintenance Station Arriving,Success,14.95,1.31,57.56,98.69,Secure
2457,Departing Station Departing Departing,Departing Station Departing Departing,0,Departing Station Departing Departing,RSA,gAAAAABnlGiMjejlPILWW6jqI4HEjo3ZiUzZD3D8MvogIkOuWPH-yVksZX24FJrimvjvqu3j04oTsycWNSA4E5PDRkW9xckVpfpvPtyQITJhpvMGw4ytVjkPNXEOjND9DtHdQMOv3p_e,Departing Station Departing Departing,Failure,11.08,0.01,51.36,99.99,Not Secure
2458,Maintenance Station Departing Departing On-Time Delays On-Time,Maintenance Station Departing Departing On-Time Delays On-Time,0,Maintenance Station Departing Departing On-Time Delays On-Time,Blowfish,gAAAAABnlGiMPPOx9oKjHbBCdOtmo71VQ_coIhJ6vBjBdr56KexqUPvzarpQUWJWain-Jc9dBdvocsutgfN-jKoucy8rn46erSZJlDomU9FcmZZ5Rlc_tYmMO04Eg2lxTtaAbTH1SYnGZbqIHcYXOQ7wveLcOeycag==,Maintenance Station Departing Departing On-Time Delays On-Time,Failure,12.16,0.49,59.23,99.51,Not Secure
2459,Train Maintenance Delays Arriving Departing,Train Maintenance Delays Arriving Departing,0,Train Maintenance Delays Arriving Departing,HybridRSA-Blowfish,gAAAAABnlGiMh8e-W0--SNW_XiAyfF6vLLYJ4qWOOkl00YTdX8FzyyUSYmJdLmjCH_0DHPQS9kORWOSZKWqU_YfBZ3oGSEC4MlWwEg0rH8TbN3iwg1D9pdrPIrG4M1jTPVfP50A_M0QW,Train Maintenance Delays Arriving Departing,Success,12.95,0.97,56.81,99.03,Secure
2460,Train Departing Arriving Station Delays Delays,Train Departing Arriving Station Delays Delays,0,Train Departing Arriving Station Delays Delays,Blowfish,gAAAAABnlGiMcRRFcT0hv2bF8WgMzt1qpkYdJIWNfBVrTRlGtdoKI_DxzvEXBeUz9A6yBvtx0TXnLti2OHGLGb5p28-_Opy9iCwdMEJqDTAo6ZTz2vPf_mxpRhPcF_o62VPfD-e4gL--,Train Departing Arriving Station Delays Delays,Success,9.17,0.78,54.88,99.22,Secure
2461,On-Time On-Time Station Departing Maintenance,On-Time On-Time Station Departing Maintenance,0,On-Time On-Time Station Departing Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMCMoboeERyXHB4Q9dy54TtWAFBfj_xADzvbznLCpSyOESXJA44DtWzmYQXUHkz-768I6039SrqF5timY44uotj1m92ZVWKbDrzMmAaIfJDji-2q7VY9vUSoiL7yYETQi6,On-Time On-Time Station Departing Maintenance,Success,10.99,1.09,51.86,98.91,Secure
2462,On-Time Maintenance Arriving Delays,On-Time Maineenance Arriving Delays,1,On-Time Maintenance Arriving Delays,HybridRSA-Blowfish,gAAAAABnlGiMclFQbrT1_O1JZ6idbBoIFvorvIBzXHlKW4D8HCbjFt3rw-uQaSXlyv7nFalWo_XLMju5q001zMxgDP6JEXPDubEzxfQrPYUjKphNNoeQC322KjSE-vFN0mQ0EfV1JKby,On-Time Maintenance Arriving Delays,Failure,13.7,0.46,52.33,99.54,Not Secure
2463,Train On-Time Delays Arriving Maintenance,Tjain On-Time Delays Arriving Maintenance,1,Train On-Time Delays Arriving Maintenance,Blowfish,gAAAAABnlGiMqQltJlPmaknMTifxqWxe7PV8elggKNFOQLvbbjncTTzzw9beKktuNc5QDcJfsIayuR_7s4R9eSSpv7cNxRZmb1U6iQEe38o4DJHVyfEEh1_0edKS2tG0Y0FZ3xsuQ6Ym,Train On-Time Delays Arriving Maintenance,Failure,12.75,1.38,51.2,98.62,Not Secure
2464,Train Delays Train Train,Train Delays Train Train,0,Train Delays Train Train,RSA,gAAAAABnlGiMAR4CdbnKUS2KTPAT6kLoz89WeLsUckeM4KOCj8Y4JphmzYIRU5NCMHlHzZ4sopKfTMfVo35fKCiLAOna_oUWoVQaEjkvmEuvocflEXSX4O4=,Train Delays Train Train,Failure,13.37,0.55,54.77,99.45,Not Secure
2465,Arriving Train Delays Departing,Arriving Train Delays Departing,0,Arriving Train Delays Departing,Blowfish,gAAAAABnlGiM9SEe1Av4cUw3AJX4TounhAGrRuX9v7JI6t_PwXbvbqM3sF7KpDtgSjAhPzmCCiSnKDwQur7-7FtMhmqubMuKbRHeyOrI2kjqbdiY40ECYVM=,Arriving Train Delays Departing,Failure,14.2,0.77,50.41,99.23,Not Secure
2466,Station Delays On-Time Station Train Departing,Station Delays On-Time Station Train Departing,0,Station Delays On-Time Station Train Departing,RSA,gAAAAABnlGiMpJoeczEXDlH6_pSJrZgU0opmdeWvEy61AEMToiW_lMMy2DY0BJuVDXLOq6g6nsFxXijKmII8-7HVh-ZISr1ovg0TEs9zHc5PUTTqu5w7swnzobyPE-k0leYa7qujWsAG,Station Delays On-Time Station Train Departing,Failure,6.56,0.19,56.98,99.81,Not Secure
2467,Maintenance Station Maintenance Maintenance Arriving,Maintenance Station Maintenance Maintenance Arriving,0,Maintenance Station Maintenance Maintenance Arriving,RSA,gAAAAABnlGiMDeIB7iO2vFNSziai1fHzgW5klGnne3XnO9xMX0ylFoU_ncggphVql9S4SiHk7VXpmnpHj3fsUUSVS7E4fnYMn0M6t5fQS6KT5oyZeKHvevLs2zP9qHpvuWDyuR2qZrhYdkVF7BRAGzH_0-cWG-VfOw==,Maintenance Station Maintenance Maintenance Arriving,Failure,10.73,0.95,58.14,99.05,Not Secure
2468,Train On-Time Maintenance Delays Train,Train On-Time Maintenance Delays Train,0,Train On-Time Maintenance Delays Train,RSA,gAAAAABnlGiMaoTJRtWk8BGttRShtaZyPa25pmyfL3cH6bMVoo9GE9ZX5EVSexog0DEDu1y9Ayc6nKHfWRNnAeRiUocsC5P6VKA8umhVETMpCc6hzfQB7rzaqaeDz0SvfcwKOdAeAjzc,Train On-Time Maintenance Delays Train,Failure,11.71,1.6,56.77,98.4,Not Secure
2469,On-Time Arriving Train Maintenance,On-TimP Arriving Train Maintenance,1,On-Time Arriving Train Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMl-Z5XhBJDcTJ2y-Ed9QKWye-vajdYdZSmDEZcVzQAXgiVj2m4oz01WUqwdq6dSb0TRFclmwN3z33NxhyCPpvVHems4abebc--UDUs7ccop6pAbSyyuhtvMw-Ul0ZyDPm,On-Time Arriving Train Maintenance,Failure,11.31,1.06,51.35,98.94,Not Secure
2470,Station Delays Station Station Delays Train Station,Station Delays Station Station Delays Train Station,0,Station Delays Station Station Delays Train Station,RSA,gAAAAABnlGiMPuvJJKoYDd5LaYgFSrgzeTpWKyEVJX1bAXjywuIIxL82HnIjY-xtmpVITqzOTxS963dfST7Ay8I2hfJjPcfuN7CcY8cLPhVBIr1AMNk3AhL8qs6usBPY60t0ba9u_vq0Y2nik-giWlo5ymz-akaFmw==,Station Delays Station Station Delays Train Station,Failure,6.31,1.49,52.41,98.51,Not Secure
2471,Arriving On-Time Station Maintenance,Arriving On-TimeyStation Maintenance,1,Arriving On-Time Station Maintenance,RSA,gAAAAABnlGiMaKdPehGLxWRGzbDsM3EhafgmbAeVxOn5OrHT9HNAuaf987-IlImHKYyOorr5JlDZzNmTjpNdO9VEI2Oxg-wIAEscby7qgmMw2aCCIDfWFb-zwU01TAUZwVMcaEowg8df,Arriving On-Time Station Maintenance,Failure,9.19,1.64,50.12,98.36,Not Secure
2472,On-Time Train Delays Train Delays Delays Arriving,On-Time Train Delays Train Delays Delays Arriving,0,On-Time Train Delays Train Delays Delays Arriving,Blowfish,gAAAAABnlGiMWQBAcabnhfll7YktYtxS6-O2LN0mNvSSTSyaKCDAzKyFgz3oR7_8ubAdET85nQUY7VQmA37C6FUymLcOQXkNy0fr9DjLBaqnSmd-aTpEVBfj46aVTXglH0Ze3etblrzAP4MEqSRCZo9lWraSGV5SBA==,On-Time Train Delays Train Delays Delays Arriving,Success,7.88,1.45,58.23,98.55,Secure
2473,Departing Arriving Station Arriving,Departing Arriving Station Arriving,0,Departing Arriving Station Arriving,HybridRSA-Blowfish,gAAAAABnlGiMwtYQYXF69Jx8Tht90JRl5EFxxWXHRiH_J2NlI5LknSUejBJE_w2eYAqWh89v2V8djN9YReLsxYNu7rC0oCUu_nhVuonU1iJMPZzQ2BaY2e7g_y796SavW7D6j_-ZLZAI,Departing Arriving Station Arriving,Success,12.62,0.27,51.19,99.73,Secure
2474,On-Time Station Departing Arriving Arriving,On-Time Station Departing Arriving Arriving,0,On-Time Station Departing Arriving Arriving,RSA,gAAAAABnlGiMNWV3xjxk85Suqf_ke_7wQ43KJ-Q-X0OpiRFc2ZM8icheYVa7vIB53DmxM1E6dZjp17Bv5-TaFAEkGuimJHd9W5aiM0kl9KBbKH1SIRiBYTWJ9K6Tfj4jqfrMHbiXo1qB,On-Time Station Departing Arriving Arriving,Success,14.76,0.98,53.07,99.02,Secure
2475,Arriving Maintenance On-Time Maintenance Departing On-Time,Arriving Maintenance On-Time Maintenance Departing On-Time,0,Arriving Maintenance On-Time Maintenance Departing On-Time,RSA,gAAAAABnlGiMCVU9VQWr5MbsSG_D3V6LIWdfbnvngjtMr36Nf27DuSrE9fK7h9r_HmiA1EPL-HM-y3TT7nUpLkQEGeT-YKwQyHRpKajygJOV4qp0I0EHjmPL4k1LZiymu4OXbg8LrWeRVBm9gvt8IKhY9_0gUA2hLA==,Arriving Maintenance On-Time Maintenance Departing On-Time,Failure,12.95,0.15,56.6,99.85,Not Secure
2476,Maintenance Arriving Departing Arriving,Maintenance Arriving Departing Arriving,0,Maintenance Arriving Departing Arriving,RSA,gAAAAABnlGiMcB5MmmP5yKMcCk3ub3Wuvrg2OudLqg2CbBdQ0MSsKa6sXQVsPn7A9fmx8RkyxPe-zU_bTiMq8Z_-foxvljNw44plu9GtjUulSnoqy3Z_Nzkx4ldk34cy2Cty8Hj5lkLQ,Maintenance Arriving Departing Arriving,Success,7.36,1.65,50.92,98.35,Secure
2477,Departing Delays Station Station Station Departing,Departing Delays Station Station Station Departing,0,Departing Delays Station Station Station Departing,RSA,gAAAAABnlGiMwnVTzeL_z-6IjlbnGo4wX3bp8TQek3UtEs7BxTerJXikpSWLJ6L_sSdbH93pIYUSixIRv2QTKTI6nlt_LRSZENy_lfiGv99DYPfLSGVJmlyF__LuEntPTbjDtYdUXGgMuKiM6taxJ8QSh93S4_1DgA==,Departing Delays Station Station Station Departing,Failure,13.38,1.98,57.17,98.02,Not Secure
2478,Train Departing Station Arriving Maintenance Maintenance,Train Departing Station Arriving Maintenance Maintenance,0,Train Departing Station Arriving Maintenance Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMrdvCBhGNV8WL--tWycZ3dK58--rvwArkg_zgJTkiu_OBNKblL9KDy-yIhTlRdmk2WMMP5trPCjhSs1QZjHH4ZzgmkopxMRZqM37YzxFqu7beb6vAIE5XGwpVod2aTZUQD-6Fqoe6eETEszRkiqon9Q==,Train Departing Station Arriving Maintenance Maintenance,Success,13.28,0.86,50.15,99.14,Secure
2479,On-Time Arriving Station Departing Maintenance,On-Time Arriving Station Departing Maintenance,0,On-Time Arriving Station Departing Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMaiSAuRUWePQv7k0HzcBZnp8Nfd9Gf5XRK_oV5rzLyQF1_TTJP4CcXavPbKDNrAbn2eOuvuJw8oGxerQ0UUZQUIuQw_PGobLPPZ4PunPeiZ18MROIOk5JMutSkVvQOHld,On-Time Arriving Station Departing Maintenance,Success,9.23,0.74,58.95,99.26,Secure
2480,Delays Station Station Delays Delays On-Time Maintenance,Delays Station Station Delays Delays On-Time Maintenance,0,Delays Station Station Delays Delays On-Time Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMd-XZEIAeacQ7uvAXPOxV-flBY5QylatWtrSY6VeJpFXvZH_UmBl-a-dbP5dsJS1cWyBbanReTqsChYDJS3SKWKq01_4_g8YbrFY0eE90rB6FWIQeydytxOJbFJUjll8TmaZYH2UA8MoEFDCgGH75lQ==,Delays Station Station Delays Delays On-Time Maintenance,Failure,10.05,1.35,55.82,98.65,Not Secure
2481,Departing Maintenance Delays On-Time Delays Delays,Departing Maintenance Delays On-Time Delays Delays,0,Departing Maintenance Delays On-Time Delays Delays,HybridRSA-Blowfish,gAAAAABnlGiMPs0YFz-Gyk0j5JZZd5vGKacU5TUadFpLm0LELwCiDKNjbPP53qPb3ETcpSafQBsQUG1lpumuYELjpRy85X02TpGjEL5G0MRxDyowZwhCS9xVUwxgYuBTkg2hHuyV6FiM7-lc_b6VS2Ss4iPLv59_Mw==,Departing Maintenance Delays On-Time Delays Delays,Failure,5.58,0.45,55.52,99.55,Not Secure
2482,Station Station Maintenance Delays Train Departing,Station Station Maintenance Delays Train Departing,0,Station Station Maintenance Delays Train Departing,HybridRSA-Blowfish,gAAAAABnlGiMw-uBkRhVkT2ctGJtaJZKwZmHnbqSBOi6g2jnDPDLE4vRmKWWFsTu9C93pB2C3DsIuy1lmjaJJxu_-9PRAPHddphWcH9l_PDCTeZcB_bzKQufxGN4prspFXg4qxwGUg4O8Q2urNsj7HByEcsQOiyyhA==,Station Station Maintenance Delays Train Departing,Failure,11.65,0.17,58.54,99.83,Not Secure
2483,On-Time Departing Maintenance Maintenance,On-Time Departing MaNntenance Maintenance,1,On-Time Departing Maintenance Maintenance,RSA,gAAAAABnlGiMJt7yqGqExSH0o_rnjcyKz7Tarz1etiCCHje1dtMo-M-CTEK_-ZzmCpTmKrAyZsNcNh2wJEQpYSNs8glHwZ__THibt-pCFGHOwTyKkKUVNt-obhLkmZcxxdIXWpdL-dc5,On-Time Departing Maintenance Maintenance,Success,13.34,0.71,56.27,99.29,Secure
2484,Arriving Departing Delays Train Departing Departing Train,Arriving Departing Delays Train Departing Departing Train,0,Arriving Departing Delays Train Departing Departing Train,Blowfish,gAAAAABnlGiMyk762xagcl8HP0OMtZ9R5t0yJExJDKshGi9Mt26wsB1UvS2d5DKpRJyxtVfYzR-UhTKqx2aEgSvFccRfPVXFzfSFojaHAvWBPlFGKwv8zoY76gJp_zYkX-RivJhzjwTUcsN31jh0c2rXw71X83ZGRA==,Arriving Departing Delays Train Departing Departing Train,Success,10.95,1.67,55.65,98.33,Secure
2485,Arriving Maintenance Delays Train,Arriving Maintenance Delays Train,0,Arriving Maintenance Delays Train,HybridRSA-Blowfish,gAAAAABnlGiMR-pCkAS2YwQHELDjJnrUpQ20AmoRfxUZo_TlK4U_mzdtT2Cq-GGToYBCNBv3kFrofuFoC4zuxfqOlA0-WmCNwWtf-5-30CWmX80KIS71cDYLBUZ3jy-v0dWvU08RJJIX,Arriving Maintenance Delays Train,Success,11.45,1.72,50.45,98.28,Secure
2486,Maintenance Delays Departing Delays,Maintenance Delays Departing Welays,1,Maintenance Delays Departing Delays,HybridRSA-Blowfish,gAAAAABnlGiMKDDwS3_lGjxW2b6xk0esEziZnaHaOEP-twHPCue0ZqqDVXw9ayZLvkzgmHQ-cXiNuBPOaBBweT8KIc2cv_nPf8WbfSd2EXX_nQT9c-cEpJci6pIHcO3JdqJWpF-7hGbm,Maintenance Delays Departing Delays,Success,9.25,0.29,50.19,99.71,Secure
2487,Delays Station On-Time Station,Delays Station On-Time Station,0,Delays Station On-Time Station,HybridRSA-Blowfish,gAAAAABnlGiMH4nXN7zd9Pnk9EsHZtWkSf2ZORtL01sLeZIg2xL4U9mUrVoBPNnlv3UiG7rVVRac-DwQX0zTPsM-e_ApeNMh5Tk3QUMz-1W9YOgf_qdeJig=,Delays Station On-Time Station,Failure,8.79,1.99,55.29,98.01,Not Secure
2488,Maintenance Departing Arriving Arriving Maintenance Maintenance,Maintenance Departing Arriving Arriving Maintenance Maintenance,0,Maintenance Departing Arriving Arriving Maintenance Maintenance,Blowfish,gAAAAABnlGiMyL9wpJ5F36DtWc-0XW9cHq0L2Mb5hOi9A2id7-9il5DfBZlC0oeLZAcqDe67jsxpCgfTeqWPBYouQ4XrIuY46Gpvo3vNU--5yyUOvi50zbUlqTfC2Cd1BEPpksR2ejjBGjovaT_KIoLWjYePYmL1zw==,Maintenance Departing Arriving Arriving Maintenance Maintenance,Failure,14.52,1.84,59.4,98.16,Not Secure
2489,Maintenance Arriving Arriving Train Train Delays Station,Maintenance Arriving Arriving Train Train Delays Station,0,Maintenance Arriving Arriving Train Train Delays Station,HybridRSA-Blowfish,gAAAAABnlGiMSwm249Jvrd9svbNLG8QlbQJ-KrhwHX8TdKbWcxMlf_3ys4wshTUJEqW8weW_27h3OBUOE8ybT3xvDWanXLU4nktj7WJPfv68PN9DQA7lmyzqfvTmcMH6Ba6u0pqHkcvMeBytbQ2XnZqtmK6BJNT1ww==,Maintenance Arriving Arriving Train Train Delays Station,Failure,12.48,0.19,56.52,99.81,Not Secure
2490,On-Time Delays Delays Delays On-Time Delays Delays,On-Time Delays Delays Delays On-Time Delays Delays,0,On-Time Delays Delays Delays On-Time Delays Delays,Blowfish,gAAAAABnlGiMm0CmjIy-gbRqG4d8D9kyifKfgD5iHrgwiAdn--xunpQVKmj0o43IIVxRNu8Xnli742MXLPtzKBy3pMHok5OAw4k0giK-TU3IgyW71iDpVf5HDhLGC4TPYqh5FEYh8HS7hzrNjNaQpg4J5yfKHkdKIQ==,On-Time Delays Delays Delays On-Time Delays Delays,Failure,8.49,0.08,55.31,99.92,Not Secure
2491,Train Maintenance Station On-Time Departing Delays On-Time,Train Maintenance Station On-Time Departing Delays On-Time,0,Train Maintenance Station On-Time Departing Delays On-Time,Blowfish,gAAAAABnlGiMwei_tHncl1kuZ8ktps5qw4yGxlYxyGAUpwkXBYDaWp8SG1kca4mjx2ljOIdrbzMF18enedYCIwKaigczrjZFQsGIxp8bUvu9Q7qRtKDIHw5pNWEjPZtel6ek_2NwArzboM_s96hQ63fIBN21nNasjQ==,Train Maintenance Station On-Time Departing Delays On-Time,Success,8.5,0.71,53.74,99.29,Secure
2492,Departing Maintenance Maintenance Departing Maintenance Train,Departing Maintenance Maintenance Departing Maintenance Train,0,Departing Maintenance Maintenance Departing Maintenance Train,RSA,gAAAAABnlGiM9ZV0hC1AVDBRlcKB8Brmz8CfZZ7plozlx0yi6Xm7OYalSt0oWZRa6b8YFn8lFFdVUeOiezPzSbgTGviVQhjEErE-HE8Fmr26IwLvH_40Fw70mmh_n2Of98HMr28MjUO8qd_sIjkNOsbcLbvX2eAgmw==,Departing Maintenance Maintenance Departing Maintenance Train,Success,14.84,1.16,55.26,98.84,Secure
2493,Delays On-Time Train Arriving Maintenance On-Time,Delays On-Time Train Arriving Maintenance On-Time,0,Delays On-Time Train Arriving Maintenance On-Time,RSA,gAAAAABnlGiMrDij5airw3PWjdBtUs8fzDmWY5DmErHkR7XUrj-Bjr9l6zeNcHjBgHxORyYKPhpkh_QZK6P3ssO7jOR9A_9EKxj-0yD5_Zl-aPy8Qga_npVIZtQGNhsFw1Gp20bkeM948PKyybHDUgqgQSf4Ceat6Q==,Delays On-Time Train Arriving Maintenance On-Time,Success,14.95,1.43,55.45,98.57,Secure
2494,Arriving Maintenance Train Departing,ArrivingFMaintenance Train Departing,1,Arriving Maintenance Train Departing,Blowfish,gAAAAABnlGiMPm7TQEWYphNNgCydlfOYKxyd3tK600PfOdgQgugf4k1T-lkZpZzzlByMWyyy9j6JeipKAolKjXjBpzCBFvjCq8r2Aj2OsnKrY-uiFdBRHX0Txa8AIER_XRcyvOka697F,Arriving Maintenance Train Departing,Failure,7.41,1.59,54.55,98.41,Not Secure
2495,On-Time Arriving Maintenance Maintenance,On-Time Arriving Maintenance Maintenance,0,On-Time Arriving Maintenance Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMIZsMii-dhM3OlTvNWrZ0vjZcMSeu9kjXsyoxdCtStmdP9pctAtpq9lc_gZIaFKEf31N0dgTboSJ0KJQ2tKtAbUMtCHW2lUpRuxK0TDK1ElBszeu-NtUOUDyIcQUW6n9h,On-Time Arriving Maintenance Maintenance,Success,6.59,0.96,57.52,99.04,Secure
2496,Arriving Station On-Time Train,Arriving Station On-Time Train,0,Arriving Station On-Time Train,Blowfish,gAAAAABnlGiMOk_0q1W0NutztaBAMEBAyUP4Y9UTW3BuQHwRKL4TfU1hyTKcact_UhLHeIdq5-PDOOEzpsUS0u5b3_A8IFOBpYyiyPQBnMx-7Z4WNzxVdXU=,Arriving Station On-Time Train,Success,5.35,0.51,50.69,99.49,Secure
2497,Station Departing Departing Departing,Station Departing Departing Departing,0,Station Departing Departing Departing,RSA,gAAAAABnlGiMBds-VdGPtV9MD37N_kjaRmZEfHAPWOhsg-no1Kmy6i1o8cx1maucchbU0dV0tCTX-dYYqCKruaghQ6d1c73OFDyjiKpmMZTHl03vxJmvFRHgPF5eudXO0aCAwjXDX87N,Station Departing Departing Departing,Success,14.53,0.21,55.06,99.79,Secure
2498,On-Time On-Time Arriving Train Station Train Delays,On-Time On-Time Arriving Train Statiof Train Delays,1,On-Time On-Time Arriving Train Station Train Delays,Blowfish,gAAAAABnlGiM_t_peTVEzR0kh0AmJGgAiBsXqiumdrCxjN0aum6bUEUkWiKh0comEQUcdW6K8NL5tqhuKN85mticTHIvuzTspqK5fJRfi9mSX6Yiedpe8Zr9scatthfk3jfYf8wAiAPs8R1FbMLF707Ei0RAfwkK5g==,On-Time On-Time Arriving Train Station Train Delays,Failure,14.98,1.97,59.8,98.03,Not Secure
2499,On-Time Arriving On-Time Maintenance Departing Station Station,On-Time Arriving On-Time Maintenance Departing Station Station,0,On-Time Arriving On-Time Maintenance Departing Station Station,Blowfish,gAAAAABnlGiMTBoCGzRsPlw0ivCzA5vFrAwMGNRU3kB-4yCUq8hcCkJofcXfQpPsV8JM6e9r04_lQmbAGikQl4T1PUyEXqNpQ_rg_qflihnA1eOHsTlPJkGh302zEUH--536otPBgr-8J7JwSt948SPWCXaz6aSNOQ==,On-Time Arriving On-Time Maintenance Departing Station Station,Success,10.71,1.06,56.44,98.94,Secure
